TEAM_ID_HOME,TEAM_ID_AWAY,FGM_HOME,FGA_HOME,FG_PCT_HOME,FG3M_HOME,FG3A_HOME,FG3_PCT_HOME,FTM_HOME,FTA_HOME,FT_PCT_HOME,OREB_HOME,DREB_HOME,REB_HOME,AST_HOME,STL_HOME,BLK_HOME,TOV_HOME,PF_HOME,PLUS_MINUS_HOME,FGM_AWAY,FGA_AWAY,FG_PCT_AWAY,FG3M_AWAY,FG3A_AWAY,FG3_PCT_AWAY,FTM_AWAY,FTA_AWAY,FT_PCT_AWAY,OREB_AWAY,DREB_AWAY,REB_AWAY,AST_AWAY,STL_AWAY,BLK_AWAY,TOV_AWAY,PF_AWAY,PLUS_MINUS_AWAY,PTS_PAINT_HOME,PTS_2ND_CHANCE_HOME,PTS_FB_HOME,LARGEST_LEAD_HOME,LEAD_CHANGES_HOME,TIMES_TIED_HOME,TEAM_TURNOVERS_HOME,TOTAL_TURNOVERS_HOME,TEAM_REBOUNDS_HOME,PTS_OFF_TO_HOME,PTS_PAINT_AWAY,PTS_2ND_CHANCE_AWAY,PTS_FB_AWAY,LARGEST_LEAD_AWAY,LEAD_CHANGES_AWAY,TIMES_TIED_AWAY,TEAM_TURNOVERS_AWAY,TOTAL_TURNOVERS_AWAY,TEAM_REBOUNDS_AWAY,PTS_OFF_TO_AWAY,ATTENDANCE,PTS_QTR1_HOME,PTS_QTR2_HOME,PTS_QTR3_HOME,PTS_QTR4_HOME,PTS_OT1_HOME,PTS_OT2_HOME,PTS_OT3_HOME,PTS_OT4_HOME,PTS_OT5_HOME,PTS_OT6_HOME,PTS_OT7_HOME,PTS_OT8_HOME,PTS_OT9_HOME,PTS_OT10_HOME,PTS_QTR1_AWAY,PTS_QTR2_AWAY,PTS_QTR3_AWAY,PTS_QTR4_AWAY,PTS_OT1_AWAY,PTS_OT2_AWAY,PTS_OT3_AWAY,PTS_OT4_AWAY,PTS_OT5_AWAY,PTS_OT6_AWAY,PTS_OT7_AWAY,PTS_OT8_AWAY,PTS_OT9_AWAY,PTS_OT10_AWAY,HOME_TEAM_WINS,HOME_TEAM_LOSSES,HOME_W
CHA,SAS,35,87,0.402,8,19,0.421,13,19,0.684,10,36,46,18,11,5,15,12,3,37,86,0.43,4,17,0.235,10,13,0.769,9,38,47,23,9,12,16,17,-3,36,11,21,4,6,4,1,15,10,13,44,10,4,23,5,4,0,16,7,18,18260,7,29,31,24,0,0,0,0,0,0,0,0,0,0,28,23,21,16,0,0,0,0,0,0,0,0,0,0,1,1,1
LAL,MEM,39,77,0.506,6,19,0.316,23,24,0.958,11,29,40,21,10,4,22,23,7,40,80,0.5,4,15,0.267,16,23,0.696,13,20,33,23,13,2,20,26,-7,52,13,14,10,8,7,2,22,7,26,58,12,12,5,8,7,0,20,6,21,18997,25,23,33,26,0,0,0,0,0,0,0,0,0,0,25,22,31,22,0,0,0,0,0,0,0,0,0,0,1,3,1
BKN,CHA,34,74,0.459,8,18,0.444,24,27,0.889,6,38,44,21,4,2,16,24,-5,39,82,0.476,10,28,0.357,17,21,0.81,3,33,36,21,7,5,8,21,5,40,7,13,2,5,2,0,16,4,20,44,8,11,17,5,2,0,8,6,8,15739,14,22,28,36,0,0,0,0,0,0,0,0,0,0,25,21,21,38,0,0,0,0,0,0,0,0,0,0,0,4,0
OKC,HOU,41,91,0.451,8,35,0.229,21,29,0.724,13,33,46,22,10,7,13,17,4,40,92,0.435,13,37,0.351,14,17,0.824,13,34,47,26,9,3,17,27,-4,50,16,15,8,21,11,0,13,12,10,46,19,13,9,21,11,2,17,8,23,18203,28,27,23,33,0,0,0,0,0,0,0,0,0,0,27,29,21,30,0,0,0,0,0,0,0,0,0,0,2,2,1
NOP,MIA,34,87,0.391,7,16,0.438,24,30,0.8,11,31,42,16,7,1,13,25,-14,44,88,0.5,3,19,0.158,22,27,0.815,14,39,53,21,5,5,13,22,14,44,13,13,2,8,10,1,13,8,15,50,18,16,22,8,10,1,13,5,13,16867,21,19,33,26,0,0,0,0,0,0,0,0,0,0,35,24,27,27,0,0,0,0,0,0,0,0,0,0,0,2,0
GSW,LAC,39,87,0.448,15,34,0.441,21,28,0.75,11,39,50,23,9,5,12,20,16,36,85,0.424,8,28,0.286,18,27,0.667,8,38,46,21,8,7,10,22,-16,44,14,19,16,8,3,0,12,5,10,44,6,17,7,8,3,0,10,12,12,19596,23,28,30,33,0,0,0,0,0,0,0,0,0,0,28,21,23,26,0,0,0,0,0,0,0,0,0,0,4,0,1
SAS,MIA,42,81,0.519,8,14,0.571,20,24,0.833,10,34,44,26,7,4,10,12,24,37,77,0.481,7,14,0.5,7,12,0.583,6,30,36,23,8,6,15,16,-24,46,14,10,31,2,3,0,10,4,8,34,8,10,2,2,3,1,15,4,16,18418,26,30,32,24,0,0,0,0,0,0,0,0,0,0,21,26,16,25,0,0,0,0,0,0,0,0,0,0,2,0,1
CHI,NYK,38,82,0.463,15,32,0.469,16,21,0.762,6,28,34,29,7,5,6,12,-8,45,87,0.517,14,25,0.56,11,15,0.733,14,39,53,28,4,6,12,16,8,34,10,19,7,16,7,0,6,3,10,28,19,6,22,16,7,2,12,5,10,21788,30,25,18,34,0,0,0,0,0,0,0,0,0,0,23,34,35,23,0,0,0,0,0,0,0,0,0,0,1,3,0
PHX,LAL,47,93,0.505,13,28,0.464,12,20,0.6,15,37,52,31,6,4,13,21,12,39,93,0.419,7,27,0.259,22,26,0.846,14,27,41,13,6,6,10,24,-12,52,10,11,15,6,4,0,13,8,17,50,22,16,11,6,4,0,10,11,15,18191,16,31,36,36,0,0,0,0,0,0,0,0,0,0,22,25,27,33,0,0,0,0,0,0,0,0,0,0,3,1,1
BOS,TOR,35,80,0.438,8,20,0.4,13,21,0.619,7,41,48,24,5,5,8,18,12,31,89,0.348,6,22,0.273,11,20,0.55,15,37,52,13,3,7,12,15,-12,48,6,16,12,10,14,0,8,10,9,36,12,8,3,10,14,1,12,10,7,18624,25,21,23,22,0,0,0,0,0,0,0,0,0,0,25,21,16,17,0,0,0,0,0,0,0,0,0,0,1,3,1
CLE,MIL,40,83,0.482,10,34,0.294,23,27,0.852,17,25,42,29,6,8,15,17,9,43,80,0.538,7,16,0.438,11,15,0.733,10,21,31,23,8,4,14,24,-9,52,20,13,13,4,3,3,15,8,21,46,12,14,2,4,3,0,14,7,19,20562,35,28,28,22,0,0,0,0,0,0,0,0,0,0,25,36,26,17,0,0,0,0,0,0,0,0,0,0,3,1,1
HOU,UTA,33,74,0.446,9,23,0.391,12,22,0.545,4,28,32,22,13,9,15,21,-2,31,77,0.403,11,29,0.379,16,20,0.8,13,35,48,22,8,5,23,19,2,36,9,14,18,6,7,1,15,11,17,38,16,10,5,6,7,1,23,10,23,18151,25,24,17,21,0,0,0,0,0,0,0,0,0,0,21,13,26,29,0,0,0,0,0,0,0,0,0,0,2,2,0
DET,ORL,43,80,0.538,11,24,0.458,21,25,0.84,9,36,45,30,4,5,16,15,16,39,98,0.398,8,25,0.32,16,19,0.842,17,27,44,24,9,3,6,19,-16,58,12,7,18,0,0,1,16,11,22,46,22,16,0,0,0,0,6,3,3,16609,32,34,30,22,0,0,0,0,0,0,0,0,0,0,21,36,30,15,0,0,0,0,0,0,0,0,0,0,3,0,1
POR,DAL,40,89,0.449,7,27,0.259,22,25,0.88,11,35,46,19,12,8,14,12,6,42,96,0.438,9,30,0.3,10,11,0.909,11,36,47,21,8,6,17,17,-6,48,14,19,16,11,10,1,14,7,14,48,7,6,2,11,10,0,17,7,22,19819,28,29,26,26,0,0,0,0,0,0,0,0,0,0,26,27,20,30,0,0,0,0,0,0,0,0,0,0,1,2,1
DEN,PHI,33,76,0.434,6,17,0.353,32,40,0.8,7,39,46,18,7,9,17,19,1,37,94,0.394,15,37,0.405,14,15,0.933,8,37,45,26,7,4,10,27,-1,42,8,13,9,8,9,1,17,13,15,28,9,10,13,7,9,1,10,5,15,10684,24,29,22,29,0,0,0,0,0,0,0,0,0,0,35,10,28,30,0,0,0,0,0,0,0,0,0,0,2,0,1
MIN,SAC,45,80,0.563,5,13,0.385,18,32,0.563,9,34,43,29,8,6,18,18,9,42,91,0.462,8,20,0.4,12,23,0.522,14,26,40,23,6,4,17,25,-9,64,12,13,14,14,8,1,18,15,14,52,17,8,6,14,8,0,17,11,23,12151,28,22,34,29,0,0,0,0,0,0,0,0,0,0,29,19,24,32,0,0,0,0,0,0,0,0,0,0,4,0,1
WAS,ATL,39,92,0.424,12,30,0.4,11,12,0.917,10,33,43,25,7,2,18,22,-21,45,84,0.536,17,42,0.405,15,22,0.682,7,34,41,32,10,5,16,17,21,40,14,7,10,10,7,0,18,9,25,42,11,20,21,10,7,0,16,7,4,18807,25,31,19,26,0,0,0,0,0,0,0,0,0,0,22,30,29,41,0,0,0,0,0,0,0,0,0,0,2,2,0
NYK,CHI,39,76,0.513,13,30,0.433,15,16,0.938,5,40,45,19,4,9,18,12,12,37,89,0.416,6,25,0.24,14,18,0.778,7,27,34,15,9,2,8,14,-12,22,11,12,17,2,0,1,18,5,20,38,4,10,1,2,0,0,8,10,7,19812,31,22,27,26,0,0,0,0,0,0,0,0,0,0,27,18,20,29,0,0,0,0,0,0,0,0,0,0,3,1,1
BKN,CLE,41,89,0.461,8,22,0.364,14,19,0.737,10,36,46,28,10,5,9,16,9,39,89,0.438,10,38,0.263,7,9,0.778,11,34,45,22,3,2,15,20,-9,60,16,14,13,19,9,0,9,9,5,46,11,11,4,19,9,1,15,5,14,17732,26,33,21,24,0,0,0,0,0,0,0,0,0,0,23,26,34,12,0,0,0,0,0,0,0,0,0,0,1,3,1
LAC,POR,37,82,0.451,4,19,0.211,18,28,0.643,11,36,47,21,9,5,16,29,2,32,80,0.4,6,24,0.25,24,32,0.75,9,32,41,18,10,5,16,25,-2,34,8,8,9,13,12,0,16,11,20,36,14,15,7,12,11,1,16,12,19,19359,18,28,19,31,0,0,0,0,0,0,0,0,0,0,21,18,26,29,0,0,0,0,0,0,0,0,0,0,3,1,1
IND,NOP,36,79,0.456,7,20,0.35,13,15,0.867,3,41,44,26,10,6,14,12,8,35,85,0.412,4,16,0.25,10,14,0.714,9,38,47,15,7,0,16,16,-8,28,2,9,13,8,6,1,14,2,12,40,10,11,2,8,6,0,16,6,19,17517,24,25,21,22,0,0,0,0,0,0,0,0,0,0,22,17,22,23,0,0,0,0,0,0,0,0,0,0,2,0,1
OKC,UTA,45,83,0.542,9,22,0.409,14,22,0.636,10,29,39,27,13,4,15,16,22,35,73,0.479,5,22,0.227,16,23,0.696,9,27,36,18,8,3,18,22,-22,52,18,22,29,0,1,1,15,9,15,56,10,13,0,0,1,0,18,7,32,18203,26,24,31,32,0,0,0,0,0,0,0,0,0,0,23,16,21,31,0,0,0,0,0,0,0,0,0,0,4,0,1
GSW,DAL,43,88,0.489,21,45,0.467,21,23,0.913,7,33,40,30,8,10,7,16,8,43,96,0.448,18,35,0.514,16,21,0.762,15,36,51,31,3,6,11,19,-8,36,13,47,18,6,0,0,7,6,11,32,20,1,2,6,0,0,11,8,14,19596,40,32,30,26,0,0,0,0,0,0,0,0,0,0,33,25,31,31,0,0,0,0,0,0,0,0,0,0,3,1,1
SAS,MEM,44,77,0.571,7,18,0.389,15,18,0.833,8,29,37,25,7,5,14,12,6,44,83,0.53,7,18,0.389,9,13,0.692,8,23,31,23,11,4,11,19,-6,54,13,5,17,2,3,0,14,7,14,46,6,27,2,2,3,1,11,4,7,18418,37,27,24,22,0,0,0,0,0,0,0,0,0,0,23,28,33,20,0,0,0,0,0,0,0,0,0,0,4,0,1
LAL,DEN,37,85,0.435,10,23,0.435,21,26,0.808,7,36,43,23,6,3,11,19,-11,45,94,0.479,10,26,0.385,16,24,0.667,13,35,48,31,5,7,9,22,11,42,10,15,10,1,0,0,11,8,16,62,18,15,20,1,0,0,9,11,14,18997,31,15,31,28,0,0,0,0,0,0,0,0,0,0,24,34,25,33,0,0,0,0,0,0,0,0,0,0,1,3,0
HOU,TOR,42,81,0.519,12,22,0.545,16,35,0.457,13,35,48,25,3,11,17,23,3,39,94,0.415,13,31,0.419,18,26,0.692,15,30,45,23,9,5,12,24,-3,46,9,15,12,4,4,1,17,15,22,46,24,8,7,4,4,2,12,13,9,18230,29,25,25,33,0,0,0,0,0,0,0,0,0,0,21,37,20,31,0,0,0,0,0,0,0,0,0,0,2,0,1
MIA,ORL,40,80,0.5,5,15,0.333,23,33,0.697,12,33,45,23,9,7,14,20,11,36,84,0.429,6,18,0.333,19,28,0.679,14,28,42,20,7,1,15,24,-11,62,18,12,18,8,10,3,14,11,14,42,17,8,5,8,10,1,15,9,12,19918,28,26,31,23,0,0,0,0,0,0,0,0,0,0,31,26,12,28,0,0,0,0,0,0,0,0,0,0,3,1,1
DET,CHA,42,91,0.462,8,30,0.267,20,26,0.769,15,47,62,22,4,6,14,22,7,37,93,0.398,14,30,0.467,17,22,0.773,7,35,42,24,8,2,7,21,-7,50,23,18,26,1,1,0,14,7,16,32,9,15,3,1,1,0,7,5,12,17209,36,36,26,14,0,0,0,0,0,0,0,0,0,0,24,32,20,29,0,0,0,0,0,0,0,0,0,0,1,2,1
ATL,MIL,41,97,0.423,5,32,0.156,14,17,0.824,17,28,45,26,10,6,11,21,11,35,84,0.417,3,13,0.231,17,26,0.654,16,33,49,16,4,9,16,16,-11,58,20,22,12,2,5,0,11,11,12,42,18,14,2,2,5,1,16,12,19,17070,29,22,24,26,0,0,0,0,0,0,0,0,0,0,21,25,25,19,0,0,0,0,0,0,0,0,0,0,1,2,1
SAC,PHX,40,90,0.444,7,22,0.318,29,39,0.744,12,40,52,28,10,7,12,22,22,35,94,0.372,9,32,0.281,15,23,0.652,18,39,57,20,4,2,22,27,-22,58,19,28,26,6,12,0,12,11,13,40,23,19,6,6,12,0,22,7,26,17317,25,33,31,27,0,0,0,0,0,0,0,0,0,0,27,21,19,27,0,0,0,0,0,0,0,0,0,0,3,1,1
WAS,MIN,50,100,0.5,13,29,0.448,16,23,0.696,13,32,45,37,7,2,17,22,-3,51,96,0.531,8,26,0.308,22,22,1,8,34,42,33,9,2,14,22,3,46,16,17,8,14,21,3,17,11,25,54,8,17,7,15,21,0,14,4,13,20356,29,33,27,20,12,8,0,0,0,0,0,0,0,0,27,35,23,24,12,11,0,0,0,0,0,0,0,0,1,1,0
NYK,CLE,33,79,0.418,8,23,0.348,19,28,0.679,10,31,41,20,5,0,8,23,-14,37,83,0.446,14,34,0.412,19,25,0.76,15,38,53,21,6,5,11,23,14,26,12,2,0,0,0,0,8,7,10,40,16,15,25,0,0,2,11,6,8,19812,15,17,40,21,0,0,0,0,0,0,0,0,0,0,32,24,33,18,0,0,0,0,0,0,0,0,0,0,0,4,0
PHX,BOS,37,85,0.435,7,31,0.226,18,21,0.857,12,32,44,19,7,3,20,24,-3,35,84,0.417,8,29,0.276,24,27,0.889,17,32,49,14,7,3,19,23,3,48,16,23,5,2,1,0,20,5,22,46,22,14,21,2,1,0,19,5,26,18055,22,19,34,24,0,0,0,0,0,0,0,0,0,0,35,23,23,21,0,0,0,0,0,0,0,0,0,0,0,2,0
BKN,IND,42,77,0.545,5,11,0.455,31,36,0.861,7,33,40,24,13,1,21,23,10,37,77,0.481,11,24,0.458,25,30,0.833,6,25,31,24,15,4,20,26,-10,64,14,18,10,12,5,1,21,9,24,48,8,15,14,12,5,1,20,5,23,16625,26,34,25,35,0,0,0,0,0,0,0,0,0,0,29,37,27,17,0,0,0,0,0,0,0,0,0,0,1,3,1
ORL,CHI,48,89,0.539,7,19,0.368,8,12,0.667,12,38,50,32,5,7,13,21,22,36,88,0.409,6,24,0.25,11,17,0.647,11,29,40,20,2,3,13,16,-22,58,10,11,29,0,1,0,13,2,11,44,13,6,0,0,1,0,13,11,15,18846,36,32,21,22,0,0,0,0,0,0,0,0,0,0,22,28,21,18,0,0,0,0,0,0,0,0,0,0,2,1,1
DET,ATL,34,88,0.386,7,29,0.241,20,28,0.714,14,39,53,25,2,4,11,14,-17,43,95,0.453,13,34,0.382,13,14,0.929,5,34,39,34,6,7,5,21,17,36,15,4,0,0,0,0,11,11,6,38,7,20,20,0,0,1,5,12,4,17857,15,27,32,21,0,0,0,0,0,0,0,0,0,0,27,29,27,29,0,0,0,0,0,0,0,0,0,0,1,3,0
POR,PHI,38,91,0.418,8,25,0.32,24,30,0.8,11,45,56,21,9,5,10,21,3,39,93,0.419,10,38,0.263,17,24,0.708,10,43,53,21,5,6,13,22,-3,42,14,6,16,7,5,0,10,7,13,36,11,7,3,7,5,0,13,4,16,19506,31,26,29,22,0,0,0,0,0,0,0,0,0,0,27,22,25,31,0,0,0,0,0,0,0,0,0,0,1,1,1
MIL,CHA,37,84,0.44,4,15,0.267,13,15,0.867,9,28,37,26,6,3,9,16,-24,41,74,0.554,16,29,0.552,17,21,0.81,5,30,35,30,6,8,10,11,24,44,16,10,2,1,1,0,9,7,12,32,9,2,29,1,1,2,10,7,8,15544,17,21,26,27,0,0,0,0,0,0,0,0,0,0,29,26,35,25,0,0,0,0,0,0,0,0,0,0,1,3,0
MIN,UTA,32,84,0.381,4,11,0.364,16,19,0.842,9,32,41,18,9,4,10,13,-9,39,83,0.47,9,21,0.429,6,7,0.857,7,38,45,21,5,9,14,16,9,32,11,15,4,7,4,0,10,8,8,40,10,7,16,7,4,2,14,6,17,14694,10,24,25,25,0,0,0,0,0,0,0,0,0,0,18,17,25,33,0,0,0,0,0,0,0,0,0,0,1,3,0
OKC,SAS,44,85,0.518,7,20,0.35,16,18,0.889,13,34,47,19,6,5,17,18,19,37,86,0.43,4,15,0.267,14,17,0.824,13,21,34,14,8,3,14,17,-19,46,13,18,22,3,6,0,17,8,14,48,19,10,9,3,6,2,14,6,18,18203,24,24,35,28,0,0,0,0,0,0,0,0,0,0,26,18,19,29,0,0,0,0,0,0,0,0,0,0,2,2,1
NOP,TOR,37,85,0.435,4,15,0.267,13,20,0.65,9,27,36,22,6,1,7,18,-24,39,73,0.534,12,29,0.414,25,28,0.893,7,41,48,24,6,7,13,18,24,50,12,7,0,0,1,0,7,3,7,34,5,3,31,0,1,0,13,5,16,17009,15,21,25,30,0,0,0,0,0,0,0,0,0,0,20,28,37,30,0,0,0,0,0,0,0,0,0,0,0,2,0
GSW,PHI,44,83,0.53,14,33,0.424,15,20,0.75,7,37,44,32,9,4,18,15,12,42,90,0.467,10,30,0.333,11,12,0.917,9,28,37,27,10,3,12,20,-12,44,17,18,19,8,4,0,18,10,18,46,12,11,5,8,4,0,12,2,9,19596,32,39,25,21,0,0,0,0,0,0,0,0,0,0,31,24,24,26,0,0,0,0,0,0,0,0,0,0,2,0,1
LAL,WAS,33,87,0.379,7,28,0.25,15,17,0.882,12,30,42,15,12,0,18,26,-13,39,72,0.542,7,18,0.389,16,29,0.552,6,36,42,23,12,2,18,17,13,42,13,15,12,2,0,0,18,7,19,52,5,24,24,2,0,0,18,11,11,18997,27,17,15,29,0,0,0,0,0,0,0,0,0,0,24,26,27,24,0,0,0,0,0,0,0,0,0,0,1,1,0
LAC,DEN,38,80,0.475,10,28,0.357,19,26,0.731,17,27,44,24,13,11,15,19,15,37,94,0.394,7,29,0.241,9,13,0.692,20,24,44,24,7,5,15,19,-15,48,20,25,22,0,0,1,15,11,17,46,18,8,0,0,0,0,15,11,21,19060,31,21,25,28,0,0,0,0,0,0,0,0,0,0,26,22,12,30,0,0,0,0,0,0,0,0,0,0,2,1,1
IND,HOU,41,87,0.471,9,26,0.346,13,20,0.65,15,35,50,25,9,6,13,23,3,38,85,0.447,7,33,0.212,18,27,0.667,11,33,44,17,7,3,14,18,-3,44,20,12,16,8,7,0,13,5,19,54,13,20,5,8,7,0,14,10,25,17165,30,27,24,23,0,0,0,0,0,0,0,0,0,0,24,23,32,22,0,0,0,0,0,0,0,0,0,0,1,1,1
SAC,DAL,51,82,0.622,9,20,0.45,22,30,0.733,6,35,41,32,11,3,11,18,22,42,88,0.477,8,24,0.333,19,24,0.792,12,29,41,22,6,2,13,24,-22,68,10,16,27,0,2,0,11,5,15,46,11,8,0,0,2,0,13,3,12,17147,25,38,39,31,0,0,0,0,0,0,0,0,0,0,20,26,33,32,0,0,0,0,0,0,0,0,0,0,3,1,1
CHI,ATL,40,106,0.377,9,22,0.409,11,15,0.733,18,40,58,22,4,5,8,17,-2,36,85,0.424,5,22,0.227,25,28,0.893,7,41,48,22,4,13,8,13,2,38,19,6,13,3,2,1,8,10,4,44,9,17,15,3,2,0,8,6,4,21761,31,14,26,29,0,0,0,0,0,0,0,0,0,0,22,30,28,22,0,0,0,0,0,0,0,0,0,0,0,4,0
LAC,BOS,44,84,0.524,11,25,0.44,15,18,0.833,9,36,45,29,13,5,15,23,24,31,89,0.348,7,19,0.368,21,27,0.778,18,31,49,14,7,4,16,17,-24,42,16,17,25,3,0,1,15,4,22,34,12,11,5,3,0,0,16,9,18,19258,30,37,25,22,0,0,0,0,0,0,0,0,0,0,24,26,20,20,0,0,0,0,0,0,0,0,0,0,1,1,1
MIA,BKN,48,84,0.571,5,16,0.313,9,12,0.75,7,25,32,25,11,4,13,14,11,41,77,0.532,3,11,0.273,14,18,0.778,10,26,36,20,8,2,20,10,-11,72,12,12,16,9,8,1,13,5,15,54,10,6,5,9,8,0,20,6,23,20003,27,30,25,28,0,0,0,0,0,0,0,0,0,0,27,25,23,24,0,0,0,0,0,0,0,0,0,0,3,1,1
POR,SAC,38,80,0.475,14,29,0.483,15,18,0.833,5,37,42,25,6,10,19,23,12,37,89,0.416,7,15,0.467,12,19,0.632,11,32,43,20,11,2,15,20,-12,28,7,9,28,2,4,0,19,7,17,40,16,14,1,2,4,1,15,12,10,19393,37,31,23,14,0,0,0,0,0,0,0,0,0,0,32,20,11,30,0,0,0,0,0,0,0,0,0,0,4,0,1
UTA,LAL,46,89,0.517,17,32,0.531,14,19,0.737,13,44,57,26,4,7,7,18,48,26,85,0.306,7,20,0.35,16,22,0.727,7,30,37,11,5,6,9,19,-48,40,17,11,53,1,0,0,7,5,8,22,6,11,2,1,0,0,9,14,15,19911,34,30,34,25,0,0,0,0,0,0,0,0,0,0,16,21,21,17,0,0,0,0,0,0,0,0,0,0,3,1,1
DEN,DAL,31,70,0.443,9,24,0.375,17,19,0.895,6,38,44,20,3,4,21,20,-9,36,88,0.409,11,32,0.344,14,15,0.933,9,25,34,23,14,6,4,20,9,34,13,18,7,2,3,0,21,8,29,38,15,6,11,2,3,1,4,8,4,14844,24,22,20,22,0,0,0,0,0,0,0,0,0,0,28,22,22,25,0,0,0,0,0,0,0,0,0,0,1,3,0
MIN,PHX,41,81,0.506,7,26,0.269,32,40,0.8,11,30,41,22,10,3,18,18,5,41,84,0.488,15,33,0.455,19,23,0.826,7,29,36,22,9,2,21,34,-5,48,11,18,20,18,8,0,18,8,17,42,7,14,5,18,8,0,21,10,26,11141,40,26,33,22,0,0,0,0,0,0,0,0,0,0,37,24,23,32,0,0,0,0,0,0,0,0,0,0,2,2,1
TOR,OKC,38,93,0.409,8,24,0.333,16,23,0.696,12,28,40,19,4,7,11,21,-19,41,86,0.477,11,26,0.423,26,32,0.813,12,41,53,29,7,5,10,22,19,48,14,11,1,2,0,2,11,11,16,48,24,27,26,2,0,0,10,9,18,19800,21,27,26,26,0,0,0,0,0,0,0,0,0,0,27,34,36,22,0,0,0,0,0,0,0,0,0,0,1,1,0
MEM,SAS,33,83,0.398,6,19,0.316,15,24,0.625,13,26,39,19,8,4,14,22,-14,37,72,0.514,5,15,0.333,22,30,0.733,10,33,43,23,9,7,15,21,14,36,15,20,4,1,1,0,14,13,16,46,10,15,21,1,1,1,15,7,24,17133,18,27,23,19,0,0,0,0,0,0,0,0,0,0,32,21,28,20,0,0,0,0,0,0,0,0,0,0,0,4,0
NOP,NYK,32,75,0.427,8,19,0.421,27,37,0.73,6,41,47,18,11,3,13,16,8,36,89,0.404,10,31,0.323,9,13,0.692,6,36,42,26,9,6,14,26,-8,30,6,18,10,7,7,0,13,10,13,30,15,2,10,7,7,0,14,11,14,17000,24,25,19,31,0,0,0,0,0,0,0,0,0,0,28,26,10,27,0,0,0,0,0,0,0,0,0,0,1,1,1
PHI,CHA,30,96,0.313,16,44,0.364,9,10,0.9,9,36,45,20,8,5,10,18,-15,38,87,0.437,7,25,0.28,17,18,0.944,9,55,64,26,6,6,16,7,15,22,15,5,3,4,2,0,10,3,17,48,19,11,21,4,2,1,16,5,13,14486,19,17,26,23,0,0,0,0,0,0,0,0,0,0,23,29,25,23,0,0,0,0,0,0,0,0,0,0,0,4,0
GSW,WAS,38,87,0.437,11,25,0.44,15,23,0.652,7,48,55,27,11,6,16,23,8,36,86,0.419,5,23,0.217,17,27,0.63,7,41,48,26,6,7,17,19,-8,40,7,24,19,6,6,0,16,9,17,50,12,13,9,6,6,0,17,5,25,19596,27,22,30,23,0,0,0,0,0,0,0,0,0,0,22,24,26,22,0,0,0,0,0,0,0,0,0,0,2,0,1
CLE,HOU,31,86,0.36,14,40,0.35,24,28,0.857,10,28,38,21,5,5,13,31,-6,38,79,0.481,9,25,0.36,21,42,0.5,14,41,55,23,7,5,15,24,6,26,16,9,20,3,6,2,13,12,19,52,15,22,8,3,6,1,15,16,19,20562,24,35,25,16,0,0,0,0,0,0,0,0,0,0,26,14,31,35,0,0,0,0,0,0,0,0,0,0,1,1,0
ORL,BKN,56,91,0.615,14,27,0.519,13,19,0.684,5,30,35,40,11,5,10,29,34,37,79,0.468,5,14,0.357,26,39,0.667,14,25,39,19,7,5,18,18,-34,56,15,22,37,1,1,0,10,13,6,50,12,8,6,1,1,0,18,9,31,17536,32,41,30,36,0,0,0,0,0,0,0,0,0,0,23,22,28,32,0,0,0,0,0,0,0,0,0,0,4,0,1
DET,OKC,33,87,0.379,4,19,0.211,18,20,0.9,16,37,53,20,6,4,16,18,6,31,82,0.378,6,21,0.286,14,22,0.636,14,31,45,16,10,7,19,21,-6,44,12,4,15,4,3,0,16,4,12,38,12,13,3,4,3,0,19,13,24,18201,25,21,25,17,0,0,0,0,0,0,0,0,0,0,21,27,9,25,0,0,0,0,0,0,0,0,0,0,1,1,1
IND,CHI,39,90,0.433,3,19,0.158,15,17,0.882,13,31,44,20,9,6,12,16,-2,37,87,0.425,10,26,0.385,14,16,0.875,12,29,41,22,5,6,17,19,2,52,14,15,7,13,11,1,12,8,6,36,18,5,10,14,12,2,17,12,22,17050,27,31,26,12,0,0,0,0,0,0,0,0,0,0,28,32,24,14,0,0,0,0,0,0,0,0,0,0,1,3,0
SAS,NOP,36,75,0.48,12,24,0.5,16,22,0.727,6,32,38,23,10,8,12,18,8,36,80,0.45,8,17,0.471,12,18,0.667,11,33,44,27,6,0,17,17,-8,34,9,11,18,9,3,0,12,5,16,34,6,10,2,9,3,0,17,8,18,18418,27,19,27,27,0,0,0,0,0,0,0,0,0,0,26,13,16,37,0,0,0,0,0,0,0,0,0,0,3,1,1
LAL,MIA,37,102,0.363,6,20,0.3,22,29,0.759,19,30,49,14,9,5,10,21,2,41,86,0.477,3,17,0.176,15,26,0.577,14,41,55,26,6,13,18,23,-2,44,17,9,8,11,14,1,10,11,16,56,11,23,15,11,14,1,18,13,30,18997,25,16,26,20,15,0,0,0,0,0,0,0,0,0,27,21,19,20,13,0,0,0,0,0,0,0,0,0,1,1,1
UTA,GSW,37,92,0.402,9,32,0.281,13,29,0.448,16,38,54,14,11,2,15,23,-7,39,89,0.438,12,35,0.343,13,18,0.722,9,37,46,19,6,6,18,21,7,40,22,5,10,6,6,0,15,14,18,34,11,17,10,6,6,0,18,12,19,19911,21,19,29,20,7,0,0,0,0,0,0,0,0,0,26,16,21,26,14,0,0,0,0,0,0,0,0,0,0,4,0
