TEAM_ABBREVIATION_HOME,TEAM_ABBREVIATION_AWAY,FGM_HOME,FG_PCT_HOME,FG3_PCT_HOME,DREB_HOME,AST_HOME,FGM_AWAY,FG_PCT_AWAY,FG3_PCT_AWAY,DREB_AWAY,LARGEST_LEAD_HOME,LARGEST_LEAD_AWAY,HOME_TEAM_WINS,HOME_TEAM_LOSSES,HOME_W
DET,SAC,40,0.506,0.542,27,28,40,0.526,0.476,29,15,1,2,0,1
DEN,GSW,40,0.46,0.25,37,26,50,0.549,0.45,34,6,29,2,2,0
MIN,DAL,43,0.544,0.417,38,33,40,0.46,0.37,24,28,2,4,0,1
SAS,PHX,44,0.5,0.5,35,21,37,0.457,0.348,34,27,4,4,0,1
LAL,MEM,40,0.471,0.333,38,25,40,0.46,0.297,33,22,4,2,2,1
NYK,IND,44,0.5,0.261,34,24,37,0.468,0.48,30,7,19,1,2,1
LAC,MIA,34,0.391,0.29,32,16,37,0.44,0.389,27,2,25,0,2,0
ORL,BOS,33,0.363,0.207,35,18,39,0.438,0.333,45,4,23,1,3,0
CLE,ATL,42,0.438,0.278,32,27,41,0.477,0.44,33,3,16,3,1,0
HOU,UTA,48,0.593,0.59,37,26,38,0.432,0.382,25,32,8,4,0,1
POR,OKC,37,0.5,0.35,37,20,40,0.449,0.333,26,17,3,4,0,1
MIN,CHA,38,0.458,0.417,42,20,37,0.416,0.321,30,23,6,1,1,1
TOR,WAS,37,0.463,0.208,27,17,40,0.471,0.478,35,0,19,2,2,0
GSW,MIA,32,0.368,0.344,38,20,30,0.361,0.308,37,23,6,2,0,1
PHX,BKN,30,0.349,0.24,38,13,35,0.402,0.25,37,5,15,1,1,0
ATL,BOS,39,0.481,0.5,31,24,39,0.481,0.389,35,7,10,1,3,0
SAS,LAC,45,0.536,0.536,28,33,42,0.512,0.367,29,20,3,2,1,1
NYK,CHA,45,0.6,0.48,29,29,42,0.462,0.405,23,5,15,2,2,1
CLE,MIL,41,0.5,0.5,27,18,47,0.566,0.433,28,13,4,3,1,1
POR,MEM,36,0.444,0.316,32,11,35,0.479,0.368,29,8,8,2,2,0
UTA,PHI,30,0.303,0.231,31,15,34,0.42,0.444,48,2,18,0,2,0
IND,NOP,44,0.473,0.375,30,19,44,0.506,0.4,32,14,5,0,2,0
SAC,OKC,37,0.468,0.375,42,21,29,0.337,0.27,35,12,17,1,3,1
DEN,BKN,44,0.473,0.265,38,26,38,0.427,0.314,39,25,3,2,0,1
WAS,DAL,32,0.427,0.4,36,21,43,0.473,0.367,42,0,17,0,2,0
TOR,CHI,44,0.543,0.52,30,22,40,0.5,0.379,29,23,1,4,0,1
GSW,MIN,48,0.565,0.417,42,37,38,0.413,0.208,32,26,6,2,1,1
PHX,MIA,40,0.455,0.414,28,20,43,0.531,0.4,42,0,16,0,2,0
BOS,LAL,38,0.388,0.241,32,20,37,0.435,0.208,36,21,2,1,1,1
ORL,NYK,43,0.538,0.464,23,31,42,0.525,0.417,30,16,6,3,1,1
DET,IND,43,0.518,0.444,42,25,38,0.432,0.292,31,17,11,3,1,1
HOU,CLE,36,0.468,0.348,28,21,45,0.556,0.444,22,18,6,2,0,1
SAC,PHI,40,0.43,0.444,37,29,37,0.425,0.405,43,9,6,2,0,1
DEN,OKC,38,0.463,0.333,31,27,38,0.422,0.367,26,10,11,3,1,1
TOR,NOP,45,0.459,0.381,38,27,44,0.537,0.419,34,10,4,2,0,1
WAS,LAL,43,0.518,0.333,38,20,31,0.36,0.13,29,21,3,1,1,1
SAS,MIL,34,0.425,0.31,34,23,41,0.461,0.278,36,7,14,0,2,0
CHI,IND,37,0.398,0.259,32,24,43,0.512,0.414,44,0,26,1,3,0
PHX,ORL,44,0.468,0.208,28,13,43,0.524,0.464,37,6,25,0,2,0
BOS,CHA,30,0.357,0.29,40,15,31,0.388,0.273,40,5,18,3,0,1
DET,ATL,39,0.438,0.4,31,23,44,0.494,0.333,34,19,2,3,1,1
UTA,MIA,25,0.338,0.238,36,12,30,0.39,0.4,41,12,10,0,2,0
POR,BKN,40,0.421,0.348,39,17,39,0.429,0.316,38,10,10,1,1,0
OKC,LAC,40,0.513,0.423,29,23,39,0.464,0.4,30,20,6,3,0,1
GSW,PHI,48,0.585,0.519,35,31,44,0.468,0.429,25,26,5,2,0,1
SAS,CHI,51,0.6,0.667,36,33,40,0.465,0.261,23,41,0,2,0,1
NYK,SAC,47,0.522,0.444,32,29,30,0.375,0.318,31,33,11,1,1,1
PHX,MIN,46,0.535,0.385,39,21,39,0.406,0.2,28,8,9,2,2,1
HOU,MEM,37,0.446,0.356,35,18,38,0.481,0.3,36,25,0,2,2,1
MIL,LAL,35,0.412,0.261,33,16,31,0.419,0.273,40,14,5,2,0,1
UTA,BKN,41,0.482,0.379,32,19,35,0.461,0.304,31,18,5,1,1,1
DAL,CLE,39,0.424,0.294,33,21,35,0.432,0.387,43,10,12,0,2,0
DEN,ORL,46,0.529,0.414,37,29,41,0.471,0.355,28,30,3,2,0,1
WAS,ATL,42,0.538,0.292,31,22,34,0.41,0.424,22,25,7,2,2,1
NOP,LAC,43,0.538,0.375,43,26,35,0.407,0.385,29,11,3,3,1,1
BOS,TOR,35,0.402,0.385,31,24,32,0.464,0.417,30,8,9,2,2,1
DET,MIA,42,0.483,0.5,43,24,39,0.433,0.351,32,12,11,2,2,1
IND,HOU,37,0.446,0.364,34,18,43,0.478,0.362,37,0,23,0,2,0
OKC,DAL,36,0.5,0.469,34,21,37,0.425,0.297,30,21,4,2,2,1
GSW,ORL,44,0.5,0.348,38,35,37,0.42,0.313,31,21,5,2,0,1
NYK,CLE,38,0.432,0.32,36,19,35,0.398,0.356,34,23,7,2,2,0
PHX,LAL,37,0.389,0.269,43,15,39,0.424,0.424,44,9,10,1,3,0
LAC,PHI,36,0.439,0.375,25,16,38,0.494,0.219,41,6,14,0,2,0
POR,DEN,38,0.521,0.333,35,22,30,0.357,0.281,23,23,7,1,3,1
UTA,MIN,37,0.44,0.35,23,23,37,0.521,0.5,35,1,26,2,2,0
MIL,MEM,40,0.488,0.545,26,23,37,0.487,0.423,29,9,10,2,0,1
WAS,SAC,44,0.512,0.324,40,30,34,0.405,0.522,25,22,10,2,0,1
NOP,ATL,41,0.547,0.394,31,31,40,0.46,0.472,26,5,14,1,1,1
BKN,BOS,39,0.443,0.4,34,26,39,0.453,0.333,40,6,13,0,4,0
HOU,TOR,33,0.418,0.308,34,21,41,0.526,0.467,31,8,21,0,2,0
DAL,SAS,33,0.407,0.294,35,18,35,0.443,0.231,39,7,12,1,3,0
LAL,PHI,42,0.385,0.111,35,18,42,0.488,0.219,44,2,13,1,1,0
NYK,UTA,38,0.469,0.429,33,18,34,0.43,0.486,28,6,12,2,0,1
MIA,WAS,32,0.41,0.433,30,15,32,0.41,0.474,29,7,13,2,2,0
POR,ORL,38,0.437,0.519,31,21,37,0.468,0.379,34,11,14,2,0,1
MIL,DET,38,0.487,0.364,32,24,30,0.353,0.405,28,15,8,2,2,1
ATL,SAC,50,0.633,0.5,44,40,31,0.352,0.214,18,48,0,1,1,1
MIN,SAS,39,0.448,0.5,30,27,33,0.418,0.292,32,14,8,1,2,1
CHA,CLE,41,0.477,0.231,33,21,42,0.442,0.342,35,8,13,0,3,0
MEM,IND,44,0.512,0.25,32,29,43,0.506,0.5,31,0,17,0,2,0
OKC,CHI,26,0.361,0.267,37,15,26,0.347,0.379,32,27,0,2,0,1
NOP,TOR,46,0.505,0.37,22,31,45,0.592,0.471,31,0,0,0,2,0
PHX,HOU,47,0.452,0.333,31,28,43,0.478,0.477,39,3,33,0,4,0
BOS,GSW,26,0.329,0.219,45,15,33,0.402,0.313,40,4,17,1,1,1
SAS,OKC,34,0.442,0.4,32,23,39,0.438,0.391,28,6,23,2,2,1
LAL,PHX,45,0.495,0.28,40,26,48,0.466,0.406,35,4,16,3,1,0
CHI,CHA,47,0.516,0.5,31,26,42,0.519,0.476,37,6,11,3,1,1
BKN,UTA,43,0.512,0.459,32,27,39,0.494,0.462,29,22,4,1,1,1
CLE,LAC,42,0.467,0.333,43,24,46,0.447,0.286,42,7,15,1,1,1
IND,DET,39,0.438,0.536,38,22,39,0.419,0.424,32,8,22,1,3,1
DAL,MIN,32,0.372,0.211,30,18,39,0.464,0.433,37,14,26,0,4,0
SAC,POR,36,0.424,0.286,31,20,30,0.37,0.28,33,8,5,1,3,1
DEN,NOP,56,0.629,0.514,35,37,48,0.527,0.364,21,34,0,2,1,1
WAS,MIA,32,0.381,0.286,39,18,34,0.41,0.286,42,4,25,2,2,0
TOR,NYK,44,0.564,0.346,37,29,30,0.33,0.391,29,25,2,3,1,1
PHI,GSW,47,0.485,0.345,29,28,50,0.549,0.304,37,24,18,0,2,0
ORL,UTA,31,0.383,0.276,35,13,47,0.48,0.412,40,0,46,0,2,0
POR,SAC,38,0.543,0.476,39,19,34,0.382,0.471,27,22,5,3,1,1
DAL,MIL,38,0.481,0.5,42,27,28,0.378,0.24,30,32,3,1,1,1
ATL,BOS,37,0.474,0.375,29,24,39,0.476,0.471,32,16,11,1,3,0
CHA,LAC,34,0.391,0.423,41,20,33,0.398,0.276,37,15,2,1,1,1
MEM,HOU,31,0.36,0.259,33,18,35,0.449,0.419,36,1,24,2,2,0
LAL,DEN,53,0.53,0.375,33,36,36,0.429,0.419,30,24,3,2,2,1
PHX,CHI,45,0.506,0.259,39,32,42,0.416,0.333,35,11,9,2,0,1
BKN,GSW,34,0.358,0.333,39,24,46,0.511,0.417,51,3,28,0,2,0
MIA,IND,35,0.422,0.351,25,21,51,0.6,0.478,33,6,30,2,2,0
MIN,DET,40,0.513,0.227,32,23,39,0.47,0.32,26,11,7,0,2,0
TOR,WAS,40,0.444,0.256,37,20,34,0.42,0.579,35,10,5,2,2,1
PHI,UTA,44,0.518,0.267,46,20,30,0.353,0.321,27,21,2,2,0,1
SAS,ATL,40,0.449,0.323,38,29,37,0.435,0.267,29,14,3,1,1,1
NYK,LAC,35,0.432,0.382,37,24,30,0.375,0.313,26,26,8,1,1,1
ORL,IND,35,0.417,0.342,39,23,37,0.416,0.4,40,7,11,0,3,0
DET,CLE,34,0.442,0.433,27,23,42,0.525,0.485,35,2,39,1,3,0
MIL,WAS,35,0.443,0.182,27,17,39,0.527,0.375,38,5,17,2,2,0
DAL,BOS,39,0.406,0.212,37,18,38,0.452,0.361,48,13,15,0,2,0
SAC,DEN,41,0.477,0.4,29,18,42,0.488,0.469,35,2,22,1,3,0
CHA,MIN,42,0.494,0.423,41,22,37,0.411,0.222,28,17,6,1,1,1
MEM,POR,33,0.384,0.267,30,23,33,0.398,0.4,45,9,13,2,2,0
NOP,OKC,41,0.513,0.28,42,26,38,0.427,0.314,31,8,19,2,1,1
LAL,CHI,36,0.4,0.325,41,23,36,0.383,0.306,39,9,19,2,0,1
PHI,POR,39,0.433,0.344,46,23,30,0.337,0.269,37,24,0,1,1,1
NYK,TOR,43,0.462,0.333,34,29,37,0.425,0.368,30,20,11,1,3,1
PHX,MIL,37,0.398,0.318,38,15,42,0.433,0.276,29,4,15,0,2,0
CLE,BKN,43,0.524,0.412,29,21,42,0.519,0.378,34,11,7,3,1,1
HOU,DEN,45,0.549,0.439,38,30,35,0.402,0.303,28,48,2,3,0,1
MIA,BOS,40,0.494,0.357,41,20,35,0.417,0.346,30,18,4,2,1,1
UTA,CHI,40,0.465,0.4,37,23,29,0.372,0.238,35,32,2,1,1,1
ATL,LAC,40,0.482,0.345,27,26,44,0.579,0.5,27,7,15,0,2,0
SAC,LAL,47,0.553,0.476,34,26,39,0.5,0.517,28,20,4,2,2,1
MIN,ORL,40,0.46,0.348,32,22,46,0.505,0.324,37,26,8,1,1,1
CHA,WAS,43,0.473,0.357,34,23,48,0.485,0.333,34,7,11,3,1,1
OKC,GSW,41,0.456,0.32,37,16,33,0.413,0.323,32,26,4,2,2,1
MEM,DAL,37,0.457,0.241,46,25,39,0.429,0.321,36,18,7,1,3,0
NOP,SAS,39,0.481,0.292,38,23,35,0.398,0.25,31,30,15,3,1,1
GSW,CHI,53,0.582,0.444,43,36,35,0.354,0.361,27,49,4,2,0,1
PHX,NOP,37,0.394,0.1,33,12,45,0.495,0.333,36,4,35,0,3,0
BKN,POR,50,0.5,0.4,34,25,48,0.5,0.4,33,11,4,1,1,0
BOS,ORL,42,0.462,0.405,33,27,41,0.432,0.375,35,32,4,3,1,1
CLE,CHA,38,0.458,0.333,42,25,36,0.383,0.379,40,6,8,3,0,1
IND,TOR,38,0.458,0.423,31,19,40,0.494,0.3,35,13,12,1,3,1
ATL,NYK,47,0.475,0.419,27,30,40,0.513,0.4,33,15,17,2,1,1
MIN,MIA,37,0.44,0.412,31,21,38,0.475,0.487,33,2,20,1,1,0
DEN,MEM,40,0.506,0.281,35,24,36,0.493,0.375,20,20,4,3,1,1
OKC,DET,42,0.429,0.25,32,22,39,0.464,0.378,35,15,4,1,1,0
PHI,ORL,48,0.505,0.471,42,35,39,0.453,0.387,34,19,8,3,0,1
GSW,NOP,39,0.415,0.303,33,30,34,0.405,0.355,36,16,14,3,1,1
HOU,NYK,41,0.436,0.383,33,30,42,0.494,0.235,34,23,22,2,0,1
UTA,MIL,46,0.568,0.563,25,31,41,0.532,0.381,32,15,2,1,1,1
IND,BOS,38,0.487,0.304,26,20,45,0.563,0.4,26,13,15,2,2,0
DAL,OKC,37,0.493,0.429,35,25,29,0.363,0.371,31,26,7,2,2,1
ATL,TOR,26,0.347,0.222,25,18,46,0.548,0.406,35,3,45,0,4,0
SAC,LAC,38,0.458,0.524,29,19,38,0.475,0.321,31,18,10,0,4,0
CHA,SAS,31,0.369,0.16,28,20,39,0.481,0.24,37,5,20,0,2,0
WAS,POR,41,0.461,0.348,30,20,41,0.513,0.375,35,17,7,1,1,0
CHI,MIA,33,0.371,0.424,40,25,34,0.453,0.406,44,8,12,1,3,0
MIN,PHX,49,0.527,0.429,29,24,43,0.506,0.5,26,18,4,2,2,1
MEM,BKN,32,0.4,0.32,24,15,33,0.446,0.448,31,8,19,0,2,0
PHI,CLE,36,0.375,0.107,31,15,41,0.477,0.405,35,4,29,2,2,0
GSW,SAC,40,0.5,0.432,27,31,42,0.532,0.529,25,10,6,2,2,0
SAS,DAL,43,0.524,0.417,39,27,41,0.482,0.438,36,11,13,3,1,1
NYK,POR,35,0.398,0.333,37,13,37,0.446,0.333,40,2,26,0,2,0
BOS,DET,40,0.519,0.485,31,27,44,0.518,0.44,32,4,11,2,1,0
LAC,LAL,41,0.482,0.357,34,19,44,0.484,0.367,31,9,8,3,1,1
HOU,BKN,42,0.488,0.4,34,31,40,0.465,0.256,37,22,1,2,0,1
IND,ORL,42,0.532,0.577,35,25,40,0.435,0.39,25,17,5,3,0,1
CHI,PHX,38,0.404,0.4,32,27,38,0.437,0.367,44,8,17,0,2,0
CLE,MIA,40,0.494,0.333,40,21,37,0.44,0.323,34,34,0,2,1,1
UTA,DEN,42,0.483,0.438,34,24,28,0.359,0.206,30,31,7,2,2,1
SAC,MIL,31,0.403,0.294,31,15,42,0.592,0.409,37,4,36,0,2,0
MIN,WAS,35,0.412,0.333,36,27,36,0.434,0.357,35,13,4,1,1,0
PHI,WAS,37,0.457,0.167,43,23,36,0.404,0.409,28,24,2,2,2,1
SAS,MEM,38,0.507,0.4,27,22,35,0.455,0.5,26,15,2,4,0,1
LAL,GSW,47,0.495,0.375,27,30,47,0.5,0.4,37,6,11,0,4,0
NYK,MIA,44,0.603,0.385,44,26,32,0.381,0.263,22,30,1,2,2,1
ORL,OKC,45,0.592,0.433,35,28,38,0.396,0.375,27,22,4,1,1,1
HOU,IND,42,0.488,0.45,39,26,42,0.477,0.25,30,26,5,2,0,1
DET,PHX,51,0.573,0.464,39,31,39,0.464,0.318,29,36,0,2,0,1
DAL,BKN,39,0.464,0.333,37,26,42,0.467,0.379,38,10,9,0,2,0
TOR,CHA,52,0.531,0.438,28,24,37,0.468,0.474,29,19,0,4,0,1
NOP,MIN,39,0.464,0.4,20,27,47,0.58,0.391,34,8,20,0,4,0
BOS,PHI,40,0.506,0.414,33,25,35,0.417,0.5,30,13,7,3,1,1
LAC,UTA,38,0.543,0.345,26,23,49,0.576,0.486,23,9,24,1,3,0
POR,MIL,35,0.422,0.261,40,17,42,0.483,0.3,30,4,24,0,2,0
ATL,CLE,41,0.519,0.387,21,24,41,0.519,0.462,28,9,12,1,3,0
DEN,CHI,38,0.458,0.387,33,22,44,0.537,0.375,34,4,18,2,0,1
CHI,SAC,42,0.467,0.361,30,30,45,0.529,0.333,35,9,7,0,2,0
ORL,GSW,44,0.458,0.393,22,23,55,0.625,0.5,35,0,23,0,2,0
MIA,CHA,39,0.488,0.4,30,25,38,0.481,0.25,30,8,15,4,0,1
UTA,NOP,42,0.494,0.4,38,25,42,0.483,0.5,36,9,16,3,1,1
WAS,DET,43,0.483,0.333,33,28,35,0.443,0.3,28,20,7,3,1,1
TOR,IND,48,0.495,0.313,35,29,45,0.441,0.308,31,14,8,3,1,1
OKC,MIN,41,0.519,0.308,29,28,39,0.513,0.5,20,21,0,1,3,1
MEM,SAS,30,0.405,0.333,30,19,31,0.443,0.407,36,4,25,0,4,0
PHI,DET,35,0.407,0.357,30,27,34,0.436,0.29,29,18,9,4,0,1
BKN,ATL,34,0.415,0.405,34,26,47,0.475,0.37,34,5,17,3,1,0
BOS,PHX,42,0.525,0.452,27,32,48,0.475,0.292,31,17,5,2,0,1
CLE,MEM,42,0.56,0.458,30,24,43,0.512,0.565,30,19,12,2,0,1
POR,NOP,47,0.448,0.314,35,20,45,0.523,0.484,44,14,19,2,2,0
MIL,SAC,34,0.493,0.316,27,20,37,0.481,0.458,27,20,0,2,0,1
DAL,LAC,36,0.456,0.457,39,24,30,0.349,0.273,27,33,0,1,2,1
DEN,LAL,40,0.46,0.387,30,26,38,0.442,0.3,35,15,8,2,2,1
LAL,HOU,32,0.381,0.321,34,16,45,0.5,0.378,36,6,24,1,3,0
NYK,ORL,43,0.462,0.333,35,18,37,0.451,0.214,34,3,17,1,3,0
MIA,GSW,33,0.407,0.378,23,17,47,0.56,0.367,34,8,33,0,2,0
MIN,LAC,38,0.432,0.308,28,22,37,0.507,0.441,29,8,3,4,0,1
OKC,SAS,37,0.425,0.273,32,21,31,0.408,0.286,31,14,1,2,2,1
PHI,PHX,39,0.429,0.233,34,23,44,0.484,0.455,31,2,17,1,1,0
SAS,DET,35,0.427,0.452,41,30,35,0.412,0.296,35,6,9,1,1,1
CHI,CLE,34,0.415,0.265,33,21,42,0.519,0.361,41,6,25,0,4,0
BOS,MIL,43,0.551,0.455,37,25,35,0.449,0.429,25,20,1,2,2,1
UTA,WAS,43,0.566,0.471,42,29,23,0.288,0.2,19,47,2,2,0,1
IND,NYK,46,0.535,0.423,37,28,40,0.44,0.261,28,38,0,2,1,1
DAL,DEN,49,0.57,0.462,37,26,38,0.418,0.389,34,25,0,2,2,1
ATL,BKN,30,0.366,0.3,29,18,41,0.482,0.417,40,7,29,1,3,0
CHA,ORL,34,0.405,0.176,41,17,36,0.439,0.313,35,12,8,4,0,1
MEM,MIN,34,0.472,0.286,35,22,35,0.443,0.235,27,7,5,2,1,1
NOP,GSW,45,0.495,0.41,36,33,45,0.517,0.485,35,21,10,1,3,0
POR,WAS,32,0.41,0.444,34,18,42,0.472,0.44,33,5,23,1,1,0
TOR,PHX,44,0.478,0.417,34,30,37,0.493,0.375,35,19,3,2,0,1
OKC,UTA,39,0.481,0.222,34,18,34,0.43,0.333,26,7,17,3,1,1
SAS,MIA,46,0.529,0.52,24,30,39,0.542,0.529,23,15,8,2,0,1
NYK,MEM,35,0.522,0.643,32,22,29,0.414,0.429,23,17,12,1,1,1
BOS,DAL,36,0.414,0.353,44,25,34,0.395,0.321,39,10,12,2,0,1
LAC,MIN,44,0.444,0.313,26,23,45,0.549,0.368,38,0,19,0,4,0
ORL,ATL,46,0.469,0.214,39,17,40,0.43,0.407,38,9,9,2,2,1
CLE,SAC,37,0.474,0.359,36,28,39,0.453,0.313,36,6,14,1,1,1
MIL,DET,39,0.494,0.364,28,22,36,0.414,0.333,29,13,3,2,2,1
IND,CHI,39,0.448,0.353,32,21,39,0.47,0.385,35,2,17,3,1,1
CHA,GSW,34,0.351,0.316,35,17,40,0.476,0.367,39,0,26,1,1,0
NOP,DEN,46,0.535,0.387,38,28,41,0.436,0.457,30,20,10,1,2,1
PHI,LAL,39,0.481,0.385,37,29,42,0.438,0.393,29,3,16,1,1,0
PHX,WAS,36,0.462,0.304,32,22,41,0.506,0.381,30,12,12,1,1,0
BKN,OKC,35,0.438,0.297,42,24,38,0.388,0.292,37,8,16,1,1,1
UTA,HOU,34,0.442,0.367,28,17,38,0.469,0.429,38,2,25,0,4,0
SAS,BOS,38,0.469,0.296,32,16,38,0.458,0.289,28,6,12,1,1,1
ORL,DEN,33,0.398,0.238,31,18,42,0.494,0.286,38,13,17,0,2,0
DET,GSW,38,0.413,0.444,34,20,39,0.481,0.269,40,6,12,1,1,0
MIL,DAL,36,0.456,0.333,33,20,35,0.467,0.417,32,7,13,1,1,1
IND,CLE,38,0.442,0.385,37,21,37,0.435,0.306,35,11,6,3,1,1
CHA,CHI,40,0.4,0.345,41,22,48,0.485,0.333,50,8,8,1,3,0
MEM,TOR,41,0.5,0.333,24,24,37,0.474,0.419,26,17,12,0,2,0
NOP,SAC,41,0.461,0.357,28,19,47,0.485,0.433,35,10,9,2,2,0
CHI,NYK,42,0.512,0.28,32,28,43,0.473,0.292,32,13,3,3,1,1
PHX,SAS,35,0.438,0.28,30,11,40,0.46,0.316,34,2,19,0,4,0
BKN,MIA,33,0.407,0.259,35,16,42,0.467,0.296,36,8,12,3,1,0
LAC,WAS,39,0.488,0.438,29,22,42,0.512,0.406,35,14,13,1,1,1
CLE,PHI,36,0.48,0.483,27,26,37,0.474,0.333,32,12,11,2,2,1
POR,HOU,45,0.511,0.439,26,19,40,0.533,0.4,28,14,7,0,4,0
MIL,UTA,44,0.543,0.412,33,22,33,0.434,0.348,26,22,3,1,1,1
ATL,ORL,41,0.513,0.515,31,33,45,0.489,0.382,29,11,3,2,2,1
CHA,LAL,41,0.441,0.32,34,21,43,0.506,0.333,40,7,15,1,1,0
MEM,OKC,39,0.443,0.394,34,23,36,0.391,0.353,30,20,5,0,4,0
NYK,ATL,39,0.488,0.294,27,16,37,0.481,0.29,29,11,5,1,2,1
DET,BOS,28,0.333,0.303,35,14,33,0.418,0.367,41,6,18,1,2,0
IND,DEN,49,0.527,0.4,29,24,43,0.453,0.405,28,12,19,1,1,1
SAC,TOR,35,0.479,0.435,35,15,39,0.448,0.297,32,1,15,0,2,0
MIN,DAL,36,0.5,0.368,36,19,37,0.457,0.355,27,6,6,4,0,1
NOP,PHI,46,0.575,0.625,28,31,44,0.458,0.31,25,11,8,1,1,1
GSW,POR,44,0.55,0.5,36,26,37,0.42,0.25,27,24,4,1,2,1
CHI,BOS,39,0.481,0.414,36,23,33,0.398,0.25,35,30,7,1,3,1
LAC,TOR,34,0.37,0.222,43,18,32,0.4,0.241,40,5,13,2,0,1
HOU,NOP,48,0.545,0.378,32,30,49,0.576,0.545,35,8,13,3,1,1
OKC,CHA,35,0.412,0.346,28,16,43,0.531,0.52,32,3,21,1,1,0
MEM,MIA,28,0.389,0.296,25,17,37,0.561,0.519,33,7,27,0,2,0
NYK,LAL,48,0.475,0.409,34,25,42,0.412,0.371,32,6,10,1,1,1
BKN,WAS,34,0.405,0.233,44,26,38,0.4,0.182,37,14,5,2,1,1
CLE,ATL,48,0.558,0.526,31,35,43,0.467,0.444,27,24,3,3,1,1
DET,DEN,28,0.354,0.36,29,17,40,0.506,0.333,38,0,23,0,2,0
DAL,SAS,38,0.427,0.375,41,17,35,0.402,0.25,39,11,7,1,3,1
SAC,PHX,38,0.427,0.318,34,21,37,0.411,0.219,32,10,10,1,3,1
MIN,PHI,44,0.407,0.172,33,19,40,0.5,0.423,45,9,9,0,2,0
CHI,UTA,41,0.441,0.412,37,21,42,0.462,0.3,43,12,7,1,1,1
PHX,TOR,37,0.446,0.333,31,20,40,0.435,0.346,37,3,15,0,2,0
BOS,DEN,47,0.595,0.44,26,29,45,0.495,0.321,28,13,7,2,0,1
ORL,LAC,37,0.42,0.333,38,24,39,0.443,0.462,45,12,16,0,2,0
HOU,CHA,39,0.443,0.378,39,24,36,0.414,0.19,44,26,6,2,0,1
MIA,POR,34,0.472,0.433,26,19,36,0.5,0.357,28,16,7,0,2,0
IND,OKC,40,0.449,0.355,31,18,36,0.409,0.448,35,5,11,0,2,0
WAS,MEM,36,0.468,0.409,38,21,31,0.383,0.357,37,17,2,2,0,1
NOP,MIL,45,0.563,0.52,32,35,44,0.463,0.296,23,7,8,2,0,1
GSW,DAL,47,0.603,0.5,37,35,37,0.451,0.345,23,21,8,4,0,1
BKN,NYK,37,0.446,0.286,32,21,41,0.461,0.5,28,4,18,0,4,0
CLE,LAL,43,0.5,0.417,31,32,47,0.495,0.29,33,11,9,1,1,1
ATL,DET,32,0.457,0.355,27,28,41,0.456,0.433,32,8,24,1,3,0
MIN,SAC,46,0.561,0.476,31,29,36,0.414,0.424,27,27,2,3,0,1
PHI,OKC,44,0.44,0.283,43,35,47,0.416,0.429,42,5,17,0,2,0
BOS,UTA,35,0.407,0.29,29,20,40,0.482,0.52,46,8,17,1,1,0
ORL,POR,32,0.381,0.345,37,15,37,0.43,0.444,39,6,17,0,2,0
HOU,SAS,43,0.473,0.36,33,20,46,0.489,0.385,27,28,0,3,1,1
MIL,CHI,40,0.482,0.273,34,24,42,0.488,0.364,36,10,7,2,2,0
IND,DET,35,0.402,0.3,36,21,39,0.419,0.406,33,4,16,1,3,0
DEN,NOP,46,0.46,0.444,37,30,43,0.473,0.441,35,6,18,2,1,1
CHA,MIA,34,0.41,0.37,31,21,39,0.5,0.355,35,4,17,0,4,0
WAS,LAC,39,0.443,0.226,39,21,33,0.384,0.292,35,18,1,1,1,1
MEM,ATL,36,0.462,0.48,33,21,34,0.442,0.387,28,2,12,1,1,1
TOR,BKN,54,0.557,0.25,34,26,32,0.421,0.304,31,37,4,4,0,1
SAS,DAL,39,0.453,0.2,32,14,39,0.488,0.357,34,2,16,3,1,1
NYK,OKC,38,0.551,0.609,29,21,36,0.424,0.444,26,15,6,1,1,1
CLE,UTA,42,0.532,0.455,33,30,37,0.457,0.5,27,10,8,1,1,1
HOU,MIL,35,0.461,0.314,34,16,38,0.463,0.296,32,12,4,2,0,1
MIA,LAC,31,0.378,0.343,28,22,35,0.438,0.286,34,11,2,2,0,1
CHA,POR,33,0.344,0.226,38,18,37,0.468,0.417,42,1,16,0,2,0
MIN,PHX,40,0.421,0.333,21,21,33,0.458,0.458,39,15,5,2,2,0
MEM,BOS,32,0.405,0.412,28,18,39,0.488,0.467,28,2,21,0,2,0
BKN,IND,34,0.42,0.364,22,26,43,0.566,0.444,37,5,16,0,4,0
DET,ORL,42,0.472,0.5,32,27,41,0.482,0.515,32,24,0,1,2,1
TOR,SAC,36,0.424,0.433,34,20,38,0.469,0.423,26,16,3,2,0,1
WAS,CLE,39,0.429,0.364,38,20,41,0.471,0.412,38,5,9,1,3,0
SAS,LAC,40,0.488,0.375,37,22,37,0.44,0.31,34,18,2,2,1,1
LAL,GSW,41,0.446,0.4,38,23,43,0.402,0.324,46,8,10,0,4,0
CHI,PHI,44,0.478,0.464,34,27,44,0.484,0.424,38,12,9,1,2,1
HOU,UTA,40,0.519,0.395,40,25,42,0.462,0.296,27,21,8,4,0,1
IND,BOS,37,0.468,0.333,29,14,44,0.557,0.615,32,5,19,2,2,0
DAL,PHX,32,0.364,0.297,34,21,35,0.443,0.4,42,12,8,0,3,0
ATL,MIA,38,0.458,0.364,29,25,36,0.456,0.28,34,14,9,1,3,1
